Incident_Id,Location,Cluster
192272,Residence/Home,Residential or Community Center
190240,Restaurant,Store and Commercial Buildings
190778,Restaurant,Store and Commercial Buildings
191627,Restaurant,Store and Commercial Buildings
190241,Bank/Savings and Loan,"Highway, Road or Other Open Space"
194506,Other/Unknown,Other/Unknown
190816,School/College,Educational Buildings
190834,Other/Unknown,Other/Unknown
194507,Residence/Home,Residential or Community Center
193652,Government/Public Building,Goverment Buildings
190852,Residence/Home,Residential or Community Center
191629,Other/Unknown,Other/Unknown
191630,Other/Unknown,Other/Unknown
191631,Other/Unknown,Other/Unknown
191632,Residence/Home,Residential or Community Center
192273,Residence/Home,Residential or Community Center
192274,Residence/Home,Residential or Community Center
192275,Residence/Home,Residential or Community Center
192276,School/College,Educational Buildings
194322,School/College,Educational Buildings
191633,Residence/Home,Residential or Community Center
194420,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
190880,Other/Unknown,Other/Unknown
192277,School/College,Educational Buildings
194323,School/College,Educational Buildings
194324,School/College,Educational Buildings
194594,Other/Unknown,Other/Unknown
192278,School/College,Educational Buildings
194508,Residence/Home,Residential or Community Center
192280,Air/Bus/Train Terminal,Transportation Terminals
192281,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
194325,School/College,Educational Buildings
194326,School/College,Educational Buildings
194327,School/College,Educational Buildings
194509,Residence/Home,Residential or Community Center
190242,Residence/Home,Residential or Community Center
190289,School/College,Educational Buildings
191634,Residence/Home,Residential or Community Center
191635,School/College,Educational Buildings
194369,School/College,Educational Buildings
194421,School/College,Educational Buildings
192279,School/College,Educational Buildings
194595,School/College,Educational Buildings
192282,Other/Unknown,Other/Unknown
192283,School/College,Educational Buildings
194510,Residence/Home,Residential or Community Center
190925,Residence/Home,Residential or Community Center
191636,Residence/Home,Residential or Community Center
190243,Residence/Home,Residential or Community Center
190244,Restaurant,Store and Commercial Buildings
190245,Restaurant,Store and Commercial Buildings
190246,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
190944,Restaurant,Store and Commercial Buildings
190945,Government/Public Building,Goverment Buildings
190946,Restaurant,Store and Commercial Buildings
190947,Government/Public Building,Goverment Buildings
190948,Restaurant,Store and Commercial Buildings
190950,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
190951,Other/Unknown,Other/Unknown
190952,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
190953,Restaurant,Store and Commercial Buildings
191637,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
191638,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
191639,Convenience Store,Store and Commercial Buildings
191640,Residence/Home,Residential or Community Center
191641,Residence/Home,Residential or Community Center
191642,Residence/Home,Residential or Community Center
191643,Restaurant,Store and Commercial Buildings
191644,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
191645,Residence/Home,Residential or Community Center
191646,Residence/Home,Residential or Community Center
191647,Residence/Home,Residential or Community Center
191648,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
192284,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
192285,Residence/Home,Residential or Community Center
192286,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
192287,Restaurant,Store and Commercial Buildings
192288,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
193653,Residence/Home,Residential or Community Center
193654,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
194422,Other/Unknown,Other/Unknown
190943,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
193065,Air/Bus/Train Terminal,Transportation Terminals
194329,Residence/Home,Residential or Community Center
194330,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
194331,Other/Unknown,Other/Unknown
194596,Other/Unknown,Other/Unknown
190247,Other/Unknown,Other/Unknown
194328,School/College,Educational Buildings
194423,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
192289,Other/Unknown,Other/Unknown
192290,Restaurant,Store and Commercial Buildings
191649,Other/Unknown,Other/Unknown
194424,Other/Unknown,Other/Unknown
192292,Other/Unknown,Other/Unknown
190248,Residence/Home,Residential or Community Center
190986,Residence/Home,Residential or Community Center
191650,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
192291,School/College,Educational Buildings
194599,School/College,Educational Buildings
190249,Residence/Home,Residential or Community Center
190987,Other/Unknown,Other/Unknown
190250,Residence/Home,Residential or Community Center
190989,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
194425,Government/Public Building,Goverment Buildings
190990,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
192293,Other/Unknown,Other/Unknown
194332,School/College,Educational Buildings
194426,School/College,Educational Buildings
194427,School/College,Educational Buildings
194428,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
194429,School/College,Educational Buildings
194430,School/College,Educational Buildings
194431,School/College,Educational Buildings
194511,School/College,Educational Buildings
194512,School/College,Educational Buildings
194513,School/College,Educational Buildings
194514,School/College,Educational Buildings
194515,School/College,Educational Buildings
194600,School/College,Educational Buildings
194601,School/College,Educational Buildings
194602,Other/Unknown,Other/Unknown
190252,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
190251,Residence/Home,Residential or Community Center
194516,Other/Unknown,Other/Unknown
194517,Other/Unknown,Other/Unknown
194333,Other/Unknown,Other/Unknown
194334,Specialty Store,Store and Commercial Buildings
190995,School/College,Educational Buildings
190996,School/College,Educational Buildings
191651,School/College,Educational Buildings
192294,School/College,Educational Buildings
192295,School/College,Educational Buildings
192296,Other/Unknown,Other/Unknown
190254,Other/Unknown,Other/Unknown
190253,Other/Unknown,Other/Unknown
191008,School/College,Educational Buildings
191010,Government/Public Building,Goverment Buildings
191011,Residence/Home,Residential or Community Center
191012,Residence/Home,Residential or Community Center
191013,School/College,Educational Buildings
191014,Residence/Home,Residential or Community Center
191015,Residence/Home,Residential or Community Center
191654,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
191655,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
191656,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
192298,School/College,Educational Buildings
192299,School/College,Educational Buildings
194335,Other/Unknown,Other/Unknown
194336,School/College,Educational Buildings
194337,School/College,Educational Buildings
194434,School/College,Educational Buildings
194435,School/College,Educational Buildings
194436,School/College,Educational Buildings
194437,School/College,Educational Buildings
194438,School/College,Educational Buildings
194439,School/College,Educational Buildings
194519,Other/Unknown,Other/Unknown
194521,Other/Unknown,Other/Unknown
190255,Residence/Home,Residential or Community Center
191002,Other/Unknown,Other/Unknown
191657,Restaurant,Store and Commercial Buildings
191658,Residence/Home,Residential or Community Center
191659,Residence/Home,Residential or Community Center
192297,Residence/Home,Residential or Community Center
194339,School/College,Educational Buildings
194432,School/College,Educational Buildings
194520,Residence/Home,Residential or Community Center
194603,Other/Unknown,Other/Unknown
191004,Residence/Home,Residential or Community Center
192300,Residence/Home,Residential or Community Center
194338,Residence/Home,Residential or Community Center
194696,Residence/Home,Residential or Community Center
194340,School/College,Educational Buildings
194522,Other/Unknown,Other/Unknown
190256,School/College,Educational Buildings
190257,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
191660,Residence/Home,Residential or Community Center
192302,Residence/Home,Residential or Community Center
192305,Residence/Home,Residential or Community Center
194604,School/College,Educational Buildings
190258,Residence/Home,Residential or Community Center
194465,Other/Unknown,Other/Unknown
194697,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
194341,School/College,Educational Buildings
190263,Residence/Home,Residential or Community Center
194345,School/College,Educational Buildings
194523,Other/Unknown,Other/Unknown
194690,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
194344,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
483197,Commercial/Office Building,Store and Commercial Buildings
191024,Residence/Home,Residential or Community Center
190264,Residence/Home,Residential or Community Center
192307,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
190259,Residence/Home,Residential or Community Center
190260,School/College,Educational Buildings
190261,School/College,Educational Buildings
190262,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
191019,Other/Unknown,Other/Unknown
191652,Residence/Home,Residential or Community Center
191653,Other/Unknown,Other/Unknown
192303,Other/Unknown,Other/Unknown
192304,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
194342,Residence/Home,Residential or Community Center
194343,School/College,Educational Buildings
194440,School/College,Educational Buildings
194441,School/College,Educational Buildings
194442,School/College,Educational Buildings
194443,Rental Storage Facility,Store and Commercial Buildings
194444,Rental Storage Facility,Store and Commercial Buildings
194445,School/College,Educational Buildings
194518,School/College,Educational Buildings
194605,Residence/Home,Residential or Community Center
194606,School/College,Educational Buildings
194607,School/College,Educational Buildings
194608,Residence/Home,Residential or Community Center
194609,Other/Unknown,Other/Unknown
194610,School/College,Educational Buildings
194611,School/College,Educational Buildings
190265,Residence/Home,Residential or Community Center
190266,Residence/Home,Residential or Community Center
191025,Bar/Nightclub,Store and Commercial Buildings
191026,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
194346,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
194446,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
194447,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
192308,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
192309,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
190267,Other/Unknown,Other/Unknown
191661,Other/Unknown,Other/Unknown
194347,School/College,Educational Buildings
190268,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
190269,Residence/Home,Residential or Community Center
191035,Residence/Home,Residential or Community Center
191037,Residence/Home,Residential or Community Center
191662,Other/Unknown,Other/Unknown
191663,Service/Gas Station,"Highway, Road or Other Open Space"
191664,Other/Unknown,Other/Unknown
192310,Specialty Store,Store and Commercial Buildings
194348,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
194349,Other/Unknown,Other/Unknown
194524,Other/Unknown,Other/Unknown
194448,Residence/Home,Residential or Community Center
191665,Other/Unknown,Other/Unknown
191667,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
191668,Rental Storage Facility,Store and Commercial Buildings
191669,Other/Unknown,Other/Unknown
191670,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
192311,Residence/Home,Residential or Community Center
192312,Residence/Home,Residential or Community Center
194449,Other/Unknown,Other/Unknown
194525,Other/Unknown,Other/Unknown
194698,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
190270,Residence/Home,Residential or Community Center
191671,Residence/Home,Residential or Community Center
191672,Residence/Home,Residential or Community Center
191673,Residence/Home,Residential or Community Center
192313,Other/Unknown,Other/Unknown
194450,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
194451,School/College,Educational Buildings
194526,Residence/Home,Residential or Community Center
190271,School/College,Educational Buildings
191666,Residence/Home,Residential or Community Center
190272,School/College,Educational Buildings
191674,Other/Unknown,Other/Unknown
191675,Residence/Home,Residential or Community Center
194350,Residence/Home,Residential or Community Center
194351,Other/Unknown,Other/Unknown
194455,School/College,Educational Buildings
